,rating,review,SentimantValue,predectedValue
135,5,“لاانصح به الا لمن لم يجد فندق اخر وكانت اقامته لليلة واحده”. تعامل الاستقبال.... الفندق يصنف كثلاث نجوم وليس خمس... الحمام قديم ...البانيو خربان لاتوجد به مسده وتتجمع المياه اثناء الاستحمام وماء الدش حار جدا وضعيف ...النظافه غير جيده خاصة بالحمام علبة المناديل خربانه ووسخه جدااا لاتوجد اضافات سوى الشامبو والصابون والكريم وبكمية محدوده جداااا....ازعاج الاصوات بالنمرات العزل ضعيف... الخدمات سيئة طلبنا شاي اخضر قالوا بس مره نوفره....المطعم اكله متواضع جدا ومكرر يوميا ماعدا الشوربه وطبقين ....غير لذيذ ..تشعر انه بايت...الفندق بعيد عن الحرم والطريق متعب,0,0
136,5,جيد. . بعض افراد الاستقبال ليسو كفو في التعامل ..واتاخر في الغراف ..واتمنى وضع جهاز الارقم عند الاستقبال.,1,1
137,2,“أقامه مريحه ينقصها مسجد بالفندق”. خدمه سريعه  ومقلبله لطيفه في الاستقبال. عدم وجود مسجد في الفندق  مع العلم. ان جميع الفنادق الخمسه نجوم  يوجد فيها مسجد,1,1
138,1,“فندق مقبول المستوى”. ؟؟؟. ,1,1
139,1,“يزداد اعجابي في كل مرة”. الهدوء والراحة والطعام الفاخر. لا تتوفر اسرة مزدوجة,1,1
140,2,جيد. الفندق قريب من الحرم مطعم زمزم داخل الفندق مره جميل جدا و الاكلات من ما لذا وطاب خدمة الغرف استجابة سريعه. ,1,1
141,2,“كانت اقامه رائعه ولله الحمد”. قربه من الحرم ولاهتمام الجيد. السرير الاضافي سعره مرتفع جدا,1,1
142,4,“جيد جدا”. قريب من الحرم. ,1,1
143,4,“القرب من الحرم و موقف السيارات قيمتان كبيرتان”. ارتقى الفندق نظافة و فخامة عن السابق.. ,1,1
144,5,“مريح”. الموقع قريب من الحرم. لا شي,1,1
145,2,“جميل وقريب من الحرم”. بهو الاستقبال فخم وواسع ومريح- وجدت موقف خاص لسيارتى بمواقف الفندق الخاصة ولكن. مسئول مواقف السيارات غير موجود بصفة شبة مستمرة,1,1
146,5,“لا راحة لا أفطار جيد لا راحه أزعاج شديد والأنترنت تعبان بطيء”. لا شيئ. الراحة وعدم الهدوء,0,0
147,5,“جيده”. الفندق رائع وهادئ وانصح فيه وموقف السيارات اعجبني والخدمة ممتدة وسريعه. كانت في مشكله في التكييف لكنها لايؤثر على الفندق لان الصيانه سريعه والأعطال اكيد وارده في اي مكان,1,1
148,4,“زياره دينيه”. موقعه ممتاز. يوجد حشرات في الغرفه,1,1
149,1,“رائع”. تم منحي غرفة واسعة زاوية بحجم مضاعف للغرف الاعتياديةخدمة الواي فاي جدا ممتازةخدمة المواقف تؤدي الغرض رغم محدودية عددهاطاقم العمل متعاونوفرة المصاعد سهولة الوصول. ,1,1
150,4,“جيد جدا”. الموقع جيد ويحتاج من 5 - 10 دقائق مشي للحرم وبوفيه الإفطار ممتاز والواي فاي المجاني بالغرفة جيد والغرف والحمامات نظيفة الصراحة. البانيو يحتاج لبعض الصيانة,1,1
151,2,ممتاز. قريب من الحرم المكي. لا أمكنة كافية لمواقف سيارات النزلاء,1,1
152,5,“مكارم اجياد”. كل شي جميل. الماء يضعف احيانا لمده ثواني ومن ثم يرجع طبيعي صارت اكثر من مره فقط هذا الشي الوحيد,1,1
153,2,“فندق ممتاز”. تعامل موظفي الفندق وموقع الفندق كل شي ممتاز وايضا تعامل موظف الفندق الاحمدي عند المغادرة ممتاز. ,1,1
154,4,“فندق ممتاز”. الغرفة ممتازةالفطار متنوعقريب من الحرمالاستقبال و استلام الغرف سريعالفندق عامة ممتاز. يجب الاتصال بخدمة الغرف لعمل نظافة للغرفة و للاسف لاتكون بالمستوى المطلوب,1,1
155,5,ممتاز. قريب من الحرم. لايوجد  مواقف للسيارات صالة الأفراح اسفل الفندق,1,1
156,4,“ممتاز”. كل شيء. سعر المطعم غير مناسب,1,1
157,5,"استثنائي. الموقع ممتاز بقربه من ااحرم ،،،الافطار متنوع ،،،،الاسعار ممتازه،،،،النظافه وطاقم العمل من اروع ما يكون،،،،لهم عظيم الاحترام. عدم الحصول على سرير كبير وايضا عند ملاسقة السريرين النوم فيها غير مريح،،،،،اتمنى ف المستقبل يكون هناك في خيار غير الاسره المنفصله كون الفندق من ذو شهره وخدمات ممتازه",1,1
158,5,“كل شيء روعه”. قربه من الحرم والأستقبال في قمة الاخلاق. لاتوجد مواقف كافيه للنزلاء,1,1
159,5,“فندق نظيف”. الاستقبال جيدوالنظافهوالموقع مناسب للحرم. ,1,1
160,2,ممتاز. قريب من الحرم وتعامل الطاقم ممتاز والأفطار يلبي جميع الرغبات حتى اصحاب الحميه والرجيم لهم اهتمام بركن خاص .. ,1,1
161,4,“الحمد لله”. الخدمة ممتازة من بداية دخولك الفندق إلى حد الخروج منه سهولة الإجراءات وسرعة تنفيذها. البطء في تنظيف الممرات والغرف عند الحاجة لذلك لكن لا يعيب الفندق بشكل كبير قد يكون السبب ضغط النزلاء,1,1
162,4,“جيد كفندق بمكة”. . لايوجد مواقف أو خدمة لنقل النزلاء من وإلى موقف كديّ إلا بمقابل مادي,1,1
163,5,جيد جداً. القرب من الحرم وموظفين قمه في الرقي والاحترام. ,1,1
164,4,“ممتاز ورااائع”. كل شي اعجبني... الموقع القريب من الحرم وسهولة الوصول للحرم..النظافه ..الغرف مريحه..البوفيه ممتاز .انصح بالسكن فيه .. لا شي,1,1
165,4,“رائع جداًً”. طاقم العمل متفاهم جداً وبالاخص محمد الاحمدي. ,1,1
166,4,جيد. الفطورالسعرالهدوء. مواقف السيارات,1,1
167,5,“الفندق رائع يستحق الزيارة مرة أخرى”. نظافة الفندققربه من الحرمالإفطار ممتاز ومتنوعطاقم الفندق والإستقبال والمطعم تعاملهم طيبالسماح بعمل تشك آوت متأخر خرجنا تقريباً الساعة الرابعة عصرابإختصار الفندق يستحق الزيارة مرة أخرى. ,1,1
168,5,“مجموعة اصدقاء”. الهدوء والاستقبال والخدمه والمواقف والانترنت والطعام جيد والحمام. المياه ساخنه حتى الحنفيه الزرقاء والثلاجه فارغه,1,1
169,4,“ممتاز و قريب من الحرم”. خدمه ممتازة و قريب من الحرم. ,1,1
170,5,جيد. . عدم وجود مواقف خاصة في النزلاء,1,1
171,2,"“راحة وفخامة”. مكان الفندق القريب من الحرم وسعره المناسب، تعامل موظفي الإستقبال،  اعطاء نزلاء الفندق فرصة كافية عند المغادرة،  نظافة المكان، الافطار صحي ولذيذ، سرعة تلبيت الطلبات .وشكراً. ",1,1
172,5,“الفندق رائع”. الموقع ممتاذ اقل من خمس دقائق الى الحرم ومع ذلك يمكن طلب سيارة مجانا توصلك من وإلى الحرم وتأتي بالتليفون.يهتمون بنظافة الغرف على غير عادة معظم فنادق مكة والمدينةمياه وشاي وقهوة مجانا كل يوم الموظفين على خلق الغرف نظيفة. لا شيئ,1,1
173,5,استثنائي. كل شي فيه ممتاز. ,1,1
174,4,"“قريب للحرم”. قريب للحرم ، نظيف. ",1,1
175,5,رائع. الشباب السعودي المدرب على خدمة المستفيد كل الشكر للاستاذ محمد الاحمدي والاستاذ معتر لحرصهم على اسعاد المستفيد. الطعام غير جيد,1,1
